Date and time,Mode,Distance,Duration,Price
2022-09-21 17:35,Tram,2.5,0.16,2.0
2022-08-12 20:36,Tram,4.5,0.19,2.0
2022-01-29 10:16,Tram,5.3,0.21,2.0
2022-01-12 18:28,Tram,3.3,0.18,2.0
2022-03-05 22:42,Tram,5.0,0.19,2.0
2022-10-16 12:40,Tram,9.3,0.51,2.0
2022-11-27 13:24,Tram,8.6,0.34,2.0
2022-01-26 09:23,Tram,2.1,0.11,2.0
2022-11-14 21:27,Tram,8.6,0.51,2.0
2022-04-24 11:01,Tram,12.0,0.39,2.0
2022-03-05 18:59,Tram,8.5,0.27,2.0
2022-08-31 16:13,Tram,0.9,0.03,2.0
2022-05-20 18:32,Tram,5.7,0.39,2.0
2022-02-01 21:38,Tram,9.4,0.32,2.0
2022-10-23 16:56,Tram,8.8,0.27,2.0
2022-09-08 21:05,Tram,18.1,0.74,2.0
2022-09-09 21:34,Tram,7.3,0.27,2.0
2022-03-15 09:08,Tram,4.7,0.18,2.0
2022-02-22 20:13,Tram,13.8,0.49,2.0
2022-04-11 22:49,Tram,8.9,0.32,2.0
2022-01-19 14:36,Tram,11.1,0.44,2.0
2022-05-25 17:16,Tram,5.2,0.32,2.0
2022-05-10 09:58,Tram,9.0,0.41,2.0
2022-05-08 10:24,Tram,12.6,0.42,2.0
2022-04-13 10:37,Tram,3.4,0.15,2.0
2022-01-31 21:42,Tram,5.1,0.23,2.0
2022-05-18 09:04,Tram,2.6,0.11,2.0
2022-11-15 19:10,Tram,1.8,0.08,2.0
2022-06-27 18:18,Tram,3.7,0.19,2.0
2022-01-20 09:27,Tram,2.6,0.09,2.0
2022-09-03 16:31,Tram,7.9,0.32,2.0
2022-12-22 17:44,Tram,12.8,0.48,2.0
2022-10-22 10:44,Tram,6.1,0.26,2.0
2022-10-12 18:16,Tram,1.5,0.05,2.0
2022-07-15 14:18,Tram,2.3,0.09,2.0
2022-06-27 18:56,Tram,11.1,0.47,2.0
2022-11-29 07:46,Tram,10.4,0.6,3.0
2022-04-11 18:38,Tram,3.5,0.14,2.0
2022-12-23 19:10,Tram,9.2,0.36,2.0
2022-04-26 07:16,Tram,2.7,0.11,3.0
2022-07-23 22:28,Tram,10.5,0.34,2.0
2022-05-20 19:35,Tram,10.0,0.38,2.0
2022-05-31 08:18,Tram,5.4,0.29,3.0
2022-09-30 11:50,Tram,8.2,0.31,2.0
2022-10-04 16:25,Tram,9.9,0.4,2.0
2022-09-23 21:26,Tram,13.4,0.48,2.0
2022-01-02 14:01,Tram,3.3,0.15,2.0
2022-01-14 22:02,Tram,4.1,0.14,2.0
2022-06-12 09:03,Tram,10.5,0.4,2.0
2022-03-16 20:47,Tram,1.6,0.08,2.0
2022-08-18 20:36,Tram,6.9,0.28,2.0
2022-04-07 19:43,Tram,4.7,0.16,2.0
2022-12-21 22:21,Tram,9.3,0.3,2.0
2022-02-03 08:30,Tram,6.3,0.31,3.0
2022-06-15 10:47,Tram,4.5,0.14,2.0
2022-12-31 23:31,Tram,4.1,0.14,2.0
2022-04-15 08:22,Tram,13.1,0.81,3.0
2022-03-12 22:24,Tram,4.9,0.23,2.0
2022-10-24 06:18,Tram,11.5,0.5,3.0
2022-06-03 17:26,Tram,2.1,0.1,2.0
2022-03-11 21:28,Tram,9.6,0.38,2.0
2022-10-20 20:57,Tram,12.6,0.47,2.0
2022-05-25 18:05,Tram,12.3,0.44,2.0
2022-04-16 12:38,Tram,4.6,0.14,2.0
2022-05-23 18:30,Tram,4.6,0.18,2.0
2022-08-08 21:49,Tram,8.2,0.35,2.0
2022-03-18 21:07,Tram,2.8,0.1,2.0
2022-06-05 16:11,Tram,1.2,0.05,2.0
2022-08-04 19:16,Tram,7.5,0.26,2.0
2022-03-21 06:36,Tram,8.2,0.31,3.0
2022-02-08 17:46,Tram,4.3,0.16,2.0
2022-04-02 14:07,Tram,12.3,0.64,2.0
2022-05-15 23:26,Tram,6.4,0.25,2.0
2022-09-28 11:42,Tram,6.6,0.32,2.0
2022-04-30 17:40,Tram,14.8,0.55,2.0
2022-02-25 16:43,Tram,3.5,0.17,2.0
2022-05-16 09:28,Tram,11.1,0.37,2.0
2022-11-12 20:33,Tram,6.8,0.24,2.0
2022-11-04 21:49,Tram,2.6,0.1,2.0
2022-06-02 16:36,Tram,6.2,0.26,2.0
2022-08-06 22:31,Tram,1.7,0.06,2.0
2022-07-11 18:55,Tram,3.7,0.12,2.0
2022-11-18 22:43,Tram,3.7,0.13,2.0
2022-03-12 21:59,Tram,2.7,0.1,2.0
2022-06-08 18:26,Tram,6.8,0.31,2.0
2022-01-08 13:51,Tram,3.7,0.17,2.0
2022-08-31 07:41,Tram,3.2,0.1,3.0
2022-11-21 12:18,Tram,2.5,0.1,2.0
2022-04-08 11:15,Tram,5.0,0.16,2.0
2022-04-10 14:41,Tram,4.1,0.16,2.0
2022-11-14 22:03,Tram,3.0,0.11,2.0
2022-01-05 09:30,Tram,3.4,0.14,2.0
2022-12-26 18:14,Tram,1.1,0.03,2.0
2022-08-16 19:48,Tram,2.4,0.08,2.0
2022-09-21 16:29,Tram,6.6,0.29,2.0
2022-09-14 15:32,Tram,8.9,0.32,2.0
2022-08-15 21:54,Tram,7.5,0.39,2.0
2022-02-27 15:20,Tram,0.8,0.03,2.0
2022-02-12 11:36,Tram,5.3,0.2,2.0
2022-06-24 16:51,Tram,13.2,0.45,2.0
2022-08-10 09:06,Tram,10.8,0.41,2.0
2022-02-12 07:33,Tram,11.9,0.4,3.0
2022-10-18 21:45,Tram,5.7,0.19,2.0
2022-03-15 21:11,Tram,12.6,0.57,2.0
2022-04-23 13:13,Tram,6.5,0.21,2.0
2022-06-25 08:01,Tram,5.2,0.21,3.0
2022-05-08 16:46,Tram,6.6,0.24,2.0
2022-10-09 10:56,Tram,1.6,0.07,2.0
2022-02-14 19:56,Tram,14.6,0.56,2.0
2022-12-14 13:23,Tram,2.1,0.1,2.0
2022-04-01 08:24,Tram,8.6,0.4,3.0
2022-10-26 17:08,Tram,8.4,0.29,2.0
2022-10-29 12:14,Tram,3.2,0.12,2.0
2022-01-14 21:37,Tram,7.9,0.33,2.0
2022-01-29 09:53,Tram,7.3,0.35,2.0
2022-12-19 20:07,Tram,1.6,0.08,2.0
2022-10-31 07:05,Tram,4.0,0.18,3.0
2022-11-21 10:11,Tram,18.4,0.84,2.0
2022-11-23 14:21,Tram,6.9,0.27,2.0
2022-10-20 16:53,Tram,10.9,0.44,2.0
2022-02-10 15:40,Tram,2.7,0.11,2.0
2022-05-02 09:01,Tram,8.0,0.63,2.0
2022-07-05 08:58,Tram,14.0,0.64,3.0
2022-02-17 19:04,Tram,12.3,0.39,2.0
2022-10-08 16:23,Tram,1.8,0.07,2.0
2022-04-18 17:41,Tram,9.5,0.39,2.0
2022-04-09 19:17,Tram,11.8,0.42,2.0
2022-07-02 11:38,Tram,3.7,0.17,2.0
2022-02-09 19:32,Tram,2.8,0.09,2.0
2022-10-08 09:14,Tram,1.6,0.06,2.0
2022-08-25 21:16,Tram,5.3,0.2,2.0
2022-12-13 12:09,Tram,13.5,0.39,2.0
2022-07-08 09:48,Tram,1.8,0.09,2.0
2022-07-22 21:00,Tram,10.2,0.49,2.0
2022-06-16 09:35,Tram,1.9,0.1,2.0
2022-06-25 14:36,Tram,5.6,0.23,2.0
2022-11-22 18:04,Tram,10.4,0.38,2.0
2022-06-19 13:32,Tram,7.7,0.25,2.0
2022-08-12 22:04,Tram,7.8,0.42,2.0
2022-09-15 07:19,Tram,5.9,0.29,3.0
2022-01-30 15:20,Tram,6.0,0.23,2.0
2022-04-19 19:50,Tram,1.1,0.05,2.0
2022-08-10 17:11,Tram,17.3,0.71,2.0
2022-03-08 17:12,Tram,10.8,0.41,2.0
2022-05-19 17:16,Tram,4.6,0.19,2.0
2022-10-20 17:22,Tram,3.6,0.13,2.0
2022-12-05 15:33,Tram,4.5,0.17,2.0
2022-07-24 13:00,Tram,6.1,0.26,2.0
2022-09-20 22:33,Tram,10.6,0.4,2.0
2022-05-11 19:49,Tram,7.4,0.29,2.0
2022-12-17 22:32,Tram,2.7,0.14,2.0
2022-08-01 22:23,Tram,2.7,0.11,2.0
2022-05-27 20:20,Tram,11.7,0.5,2.0
2022-08-05 18:48,Tram,12.1,0.43,2.0
2022-10-15 18:52,Tram,6.2,0.29,2.0
2022-03-15 11:25,Tram,6.3,0.24,2.0
2022-07-28 10:30,Tram,7.4,0.32,2.0
2022-04-04 09:48,Tram,2.4,0.13,2.0
2022-02-16 23:23,Tram,7.3,0.26,2.0
2022-09-12 13:30,Tram,4.5,0.2,2.0
2022-02-11 10:58,Tram,7.1,0.24,2.0
2022-07-13 20:18,Tram,7.8,0.36,2.0
2022-04-25 21:56,Tram,7.0,0.33,2.0
2022-11-05 21:44,Tram,1.6,0.06,2.0
2022-05-13 17:45,Tram,10.2,0.59,2.0
2022-09-06 18:12,Tram,4.7,0.16,2.0
2022-03-17 17:14,Tram,3.6,0.14,2.0
2022-01-06 09:53,Tram,4.4,0.21,2.0
2022-11-20 08:12,Tram,8.9,0.37,3.0
2022-10-08 19:05,Tram,13.2,0.53,2.0
2022-04-26 22:20,Tram,7.2,0.24,2.0
2022-12-26 18:33,Tram,2.8,0.13,2.0
2022-08-29 19:43,Tram,3.0,0.12,2.0
2022-02-11 11:18,Tram,6.2,0.22,2.0
2022-11-27 12:55,Tram,8.8,0.29,2.0
2022-02-25 07:39,Tram,1.7,0.1,3.0
2022-12-26 07:28,Tram,5.4,0.19,3.0
2022-01-21 22:55,Tram,11.1,0.44,2.0
2022-04-26 08:21,Tram,18.2,0.97,3.0
2022-12-12 07:36,Tram,5.2,0.21,3.0
2022-01-14 19:32,Tram,2.4,0.13,2.0
2022-04-19 08:23,Tram,3.1,0.15,3.0
2022-05-11 13:57,Tram,10.8,0.42,2.0
2022-09-02 17:32,Tram,7.4,0.3,2.0
2022-04-22 16:31,Tram,8.4,0.24,2.0
2022-03-24 16:18,Tram,2.1,0.11,2.0
2022-11-24 17:28,Tram,5.0,0.2,2.0
2022-11-10 20:55,Tram,3.0,0.11,2.0
2022-04-23 16:16,Tram,6.7,0.3,2.0
2022-11-21 16:00,Tram,4.1,0.19,2.0
2022-03-16 22:40,Tram,6.4,0.36,2.0
2022-08-26 18:25,Tram,2.2,0.08,2.0
2022-11-28 09:22,Tram,4.6,0.2,2.0
2022-05-16 10:24,Tram,17.9,0.86,2.0
2022-07-23 22:49,Tram,7.0,0.25,2.0
2022-04-18 18:55,Tram,4.3,0.15,2.0
2022-10-04 11:10,Tram,1.5,0.06,2.0
2022-08-14 21:14,Tram,6.6,0.23,2.0
2022-07-25 08:29,Tram,5.4,0.4,3.0
2022-03-23 19:47,Tram,3.0,0.1,2.0
2022-10-23 11:05,Tram,9.0,0.33,2.0
2022-12-23 16:56,Tram,3.2,0.12,2.0
2022-07-28 12:07,Tram,0.9,0.03,2.0
2022-11-01 08:48,Tram,2.8,0.19,3.0
2022-07-07 18:48,Tram,3.3,0.12,2.0
2022-01-19 20:08,Tram,10.6,0.39,2.0
2022-12-19 22:40,Tram,1.7,0.1,2.0
2022-07-07 19:16,Tram,1.0,0.04,2.0
2022-02-19 17:54,Tram,9.6,0.34,2.0
2022-01-01 16:29,Tram,2.9,0.12,2.0
2022-12-28 16:38,Tram,6.8,0.5,2.0
2022-06-15 08:51,Tram,16.2,0.59,3.0
2022-06-25 09:04,Tram,15.4,0.62,2.0
2022-11-12 21:03,Tram,4.6,0.17,2.0
2022-09-17 13:49,Tram,6.9,0.3,2.0
2022-01-04 18:09,Tram,9.6,0.51,2.0
2022-08-25 16:01,Tram,14.4,0.6,2.0
2022-05-06 16:33,Tram,10.4,0.43,2.0
2022-02-25 17:13,Tram,12.6,0.45,2.0
2022-08-19 17:12,Tram,5.0,0.24,2.0
2022-03-10 09:11,Tram,2.6,0.13,2.0
2022-05-13 19:02,Tram,6.0,0.2,2.0
2022-11-26 22:15,Tram,6.8,0.27,2.0
2022-12-24 16:18,Tram,1.1,0.04,2.0
2022-02-09 19:43,Tram,5.2,0.2,2.0
2022-01-18 10:11,Tram,4.1,0.11,2.0
2022-01-05 09:15,Tram,7.2,0.38,2.0
2022-02-24 11:55,Tram,13.7,0.48,2.0
2022-01-08 22:30,Tram,6.9,0.35,2.0
2022-07-02 10:56,Tram,8.0,0.34,2.0
2022-03-31 09:10,Tram,1.3,0.05,2.0
2022-11-23 09:54,Tram,4.2,0.22,2.0
2022-08-11 18:29,Tram,2.6,0.1,2.0
2022-05-05 17:43,Tram,2.6,0.12,2.0
2022-02-26 19:54,Tram,7.4,0.33,2.0
2022-01-20 18:56,Tram,3.7,0.18,2.0
2022-02-18 17:33,Tram,4.3,0.19,2.0
2022-07-19 09:25,Tram,4.4,0.2,2.0
2022-04-10 20:28,Tram,17.6,0.67,2.0
2022-01-30 22:52,Tram,2.7,0.11,2.0
2022-06-27 09:29,Tram,2.1,0.08,2.0
2022-08-02 17:56,Tram,11.3,0.44,2.0
2022-08-16 21:13,Tram,10.6,0.38,2.0
2022-09-10 17:59,Tram,9.3,0.42,2.0
2022-07-29 17:14,Tram,5.6,0.18,2.0
2022-10-08 12:58,Tram,6.1,0.21,2.0
2022-01-31 09:16,Tram,5.9,0.25,2.0
2022-08-19 20:09,Tram,16.2,0.5,2.0
2022-01-09 17:47,Tram,2.3,0.09,2.0
2022-12-14 13:12,Tram,5.0,0.32,2.0
2022-05-23 19:08,Tram,3.8,0.14,2.0
2022-04-01 19:24,Tram,8.8,0.36,2.0
2022-01-28 17:03,Tram,9.8,0.44,2.0
2022-11-24 20:18,Tram,6.8,0.28,2.0
2022-02-03 11:15,Tram,3.7,0.17,2.0
2022-12-09 15:46,Tram,1.2,0.06,2.0
2022-02-28 16:13,Tram,7.0,0.23,2.0
2022-06-19 15:42,Tram,7.1,0.24,2.0
2022-02-05 12:49,Tram,9.3,0.34,2.0
2022-03-23 08:33,Tram,2.3,0.12,3.0
2022-09-13 23:22,Tram,2.8,0.11,2.0
2022-07-06 16:22,Tram,9.2,0.45,2.0
2022-05-04 18:36,Tram,5.7,0.25,2.0
2022-10-04 07:17,Tram,4.2,0.17,3.0
2022-09-27 18:46,Tram,3.2,0.15,2.0
2022-07-17 19:51,Tram,11.4,0.41,2.0
2022-03-24 10:19,Tram,13.9,0.69,2.0
2022-12-27 18:11,Tram,1.0,0.03,2.0
2022-08-15 08:02,Tram,3.4,0.16,3.0
2022-04-29 06:02,Tram,5.9,0.22,3.0
2022-03-14 18:20,Tram,3.5,0.13,2.0
2022-11-08 08:57,Tram,4.5,0.16,3.0
2022-07-31 06:58,Tram,2.8,0.09,3.0
2022-01-27 07:40,Tram,9.6,0.38,3.0
2022-01-15 21:44,Tram,3.9,0.16,2.0
2022-10-25 13:07,Tram,2.7,0.1,2.0
2022-03-05 21:09,Tram,4.8,0.23,2.0
2022-10-28 19:06,Tram,8.2,0.32,2.0
2022-08-03 09:59,Tram,7.5,0.62,2.0
2022-12-12 06:57,Tram,2.8,0.15,3.0
2022-08-18 11:29,Tram,6.4,0.24,2.0
2022-07-03 14:08,Tram,3.9,0.17,2.0
2022-05-08 15:34,Tram,3.6,0.14,2.0
2022-05-05 21:53,Tram,3.4,0.14,2.0
2022-08-01 13:47,Tram,1.7,0.1,2.0
2022-06-27 22:19,Tram,4.8,0.16,2.0
2022-07-18 10:33,Tram,7.5,0.26,2.0
2022-04-22 22:00,Tram,6.9,0.3,2.0
2022-01-14 19:03,Tram,6.9,0.23,2.0
2022-01-22 20:35,Tram,4.0,0.18,2.0
2022-10-29 15:25,Tram,4.4,0.18,2.0
2022-01-17 09:27,Tram,1.0,0.05,2.0
2022-06-22 16:37,Tram,6.2,0.29,2.0
2022-11-02 17:34,Tram,13.8,0.65,2.0
2022-03-10 11:09,Tram,4.1,0.14,2.0
2022-07-05 17:51,Tram,1.6,0.06,2.0
2022-06-17 09:53,Tram,6.5,0.35,2.0
2022-11-17 12:31,Tram,3.4,0.13,2.0
2022-01-09 13:06,Tram,5.2,0.19,2.0
2022-10-11 18:02,Tram,3.1,0.15,2.0
2022-04-12 11:02,Tram,2.3,0.08,2.0
2022-08-22 19:04,Tram,4.9,0.23,2.0
2022-06-27 23:37,Tram,14.0,0.52,2.0
2022-09-19 17:50,Tram,4.9,0.18,2.0
2022-10-06 14:43,Tram,4.8,0.22,2.0
2022-04-08 21:15,Tram,2.8,0.13,2.0
2022-03-17 18:13,Tram,4.0,0.17,2.0
2022-11-09 06:30,Tram,6.9,0.4,3.0
2022-05-18 20:15,Tram,7.3,0.34,2.0
2022-11-22 21:23,Tram,5.8,0.23,2.0
2022-03-19 12:46,Tram,7.9,0.48,2.0
2022-10-22 17:20,Tram,10.5,0.36,2.0
2022-03-06 22:20,Tram,9.4,0.4,2.0
2022-11-18 21:57,Tram,8.6,0.36,2.0
2022-07-07 21:12,Tram,9.7,0.44,2.0
2022-08-12 20:23,Tram,7.6,0.52,2.0
2022-09-18 07:07,Tram,9.2,0.34,3.0
2022-07-02 10:49,Tram,2.9,0.12,2.0
2022-04-18 11:30,Tram,7.1,0.23,2.0
2022-01-02 09:38,Tram,6.2,0.25,2.0
2022-01-10 18:59,Tram,7.1,0.4,2.0
2022-08-13 20:47,Tram,6.0,0.23,2.0
2022-08-16 16:53,Tram,9.3,0.46,2.0
2022-08-30 16:36,Tram,4.8,0.24,2.0
2022-04-20 20:37,Tram,2.7,0.09,2.0
2022-03-14 12:21,Tram,23.1,1.04,2.0
2022-08-05 15:11,Tram,3.8,0.12,2.0
2022-03-28 17:54,Tram,8.5,0.31,2.0
2022-07-16 19:28,Tram,12.2,0.37,2.0
2022-10-27 18:30,Tram,1.4,0.06,2.0
2022-02-03 19:13,Tram,4.8,0.21,2.0
2022-02-14 20:31,Tram,3.1,0.16,2.0
2022-09-22 19:06,Tram,3.8,0.21,2.0
2022-01-15 13:23,Tram,7.3,0.39,2.0
2022-11-18 17:07,Tram,4.4,0.18,2.0
2022-07-08 08:25,Tram,3.8,0.14,3.0
2022-04-11 17:27,Tram,2.0,0.08,2.0
2022-11-21 08:14,Tram,13.8,0.78,3.0
2022-05-09 21:02,Tram,5.0,0.24,2.0
2022-05-04 20:40,Tram,2.3,0.08,2.0
2022-02-24 13:11,Tram,16.7,0.68,2.0
2022-08-18 18:04,Tram,5.7,0.32,2.0
2022-03-27 14:22,Tram,8.8,0.37,2.0
2022-03-08 13:20,Tram,2.4,0.09,2.0
2022-04-16 14:35,Tram,1.2,0.04,2.0
2022-01-15 12:46,Tram,7.5,0.31,2.0
2022-08-09 23:44,Tram,11.4,0.35,2.0
2022-12-18 17:20,Tram,10.5,0.47,2.0
2022-02-21 18:12,Tram,4.0,0.12,2.0
2022-12-01 16:28,Tram,3.1,0.12,2.0
2022-09-09 19:52,Tram,3.2,0.11,2.0
2022-01-07 21:00,Tram,3.0,0.1,2.0
2022-04-23 18:44,Tram,4.5,0.23,2.0
2022-01-15 14:08,Tram,4.2,0.18,2.0
2022-12-24 20:55,Tram,12.8,0.62,2.0
2022-10-12 19:04,Tram,10.6,0.38,2.0
2022-10-21 18:11,Tram,4.9,0.2,2.0
2022-08-29 08:55,Tram,10.1,0.65,3.0
2022-03-17 06:04,Tram,14.4,0.49,3.0
2022-08-11 20:45,Tram,8.2,0.32,2.0
2022-08-07 13:47,Tram,1.7,0.07,2.0
2022-12-02 17:51,Tram,4.0,0.17,2.0
2022-02-14 20:00,Tram,3.0,0.11,2.0
2022-12-27 08:55,Tram,6.3,0.32,3.0
2022-02-23 22:17,Tram,1.8,0.06,2.0
2022-01-20 22:07,Tram,5.1,0.2,2.0
2022-12-14 08:22,Tram,3.7,0.13,3.0
2022-04-28 18:06,Tram,8.2,0.28,2.0
2022-05-02 08:11,Tram,5.9,0.23,3.0
2022-12-01 08:00,Tram,5.4,0.29,3.0
2022-03-11 19:04,Tram,3.2,0.13,2.0
2022-09-05 10:32,Tram,2.8,0.1,2.0
2022-06-16 09:39,Tram,7.6,0.27,2.0
2022-08-26 23:05,Tram,15.1,0.5,2.0
2022-09-06 16:07,Tram,10.3,0.42,2.0
2022-10-21 08:41,Tram,1.8,0.07,3.0
2022-03-08 13:26,Tram,1.5,0.08,2.0
2022-09-07 23:39,Tram,6.7,0.24,2.0
2022-07-01 09:04,Tram,1.6,0.07,2.0
2022-03-23 18:35,Tram,3.0,0.15,2.0
2022-04-27 19:03,Tram,4.6,0.21,2.0
2022-04-05 21:19,Tram,1.4,0.07,2.0
2022-06-25 22:06,Tram,5.8,0.21,2.0
2022-04-15 07:13,Tram,4.8,0.24,3.0
2022-03-18 22:40,Tram,7.0,0.23,2.0
2022-05-11 08:17,Tram,9.4,0.56,3.0
2022-04-06 18:09,Tram,17.2,0.68,2.0
2022-12-31 12:45,Tram,2.5,0.11,2.0
2022-12-26 19:43,Tram,10.1,0.46,2.0
2022-01-29 22:26,Tram,7.0,0.36,2.0
2022-12-09 08:16,Tram,4.3,0.27,3.0
2022-03-05 21:18,Tram,1.0,0.04,2.0
2022-05-18 16:49,Tram,11.9,0.57,2.0
2022-04-09 22:36,Tram,4.5,0.16,2.0
2022-03-10 08:43,Tram,3.1,0.16,3.0
2022-08-17 23:55,Tram,4.7,0.16,2.0
2022-09-30 20:20,Tram,9.3,0.34,2.0
2022-01-29 14:01,Tram,1.0,0.04,2.0
2022-01-25 08:49,Tram,8.0,0.35,3.0
2022-12-03 12:58,Tram,2.3,0.08,2.0
2022-10-04 19:51,Tram,6.7,0.25,2.0
2022-10-11 11:55,Tram,1.0,0.04,2.0
2022-05-21 22:04,Tram,1.7,0.06,2.0
2022-04-23 19:10,Tram,7.9,0.28,2.0
2022-06-01 14:49,Tram,5.0,0.18,2.0
2022-01-04 20:37,Tram,8.4,0.35,2.0
2022-08-03 22:43,Tram,4.9,0.19,2.0
2022-12-08 10:02,Tram,3.2,0.15,2.0
2022-05-29 10:19,Tram,18.1,0.77,2.0
2022-08-30 15:58,Tram,5.7,0.25,2.0
2022-08-27 19:43,Tram,12.1,0.51,2.0
2022-09-27 19:51,Tram,2.2,0.08,2.0
2022-11-12 07:16,Tram,10.1,0.33,3.0
2022-12-17 20:50,Tram,14.4,0.55,2.0
2022-08-28 22:40,Tram,20.9,1.33,2.0
2022-02-02 19:15,Tram,3.6,0.15,2.0
2022-08-06 13:35,Tram,11.0,0.49,2.0
2022-03-16 17:13,Tram,5.8,0.26,2.0
2022-02-18 17:40,Tram,11.2,0.44,2.0
2022-02-18 15:02,Tram,2.4,0.14,2.0
2022-02-27 12:48,Tram,7.6,0.36,2.0
2022-06-13 16:43,Tram,9.9,0.4,2.0
2022-03-17 15:10,Tram,2.0,0.1,2.0
2022-02-08 09:54,Tram,1.1,0.05,2.0
2022-02-22 15:19,Tram,2.5,0.11,2.0
2022-04-01 10:58,Tram,5.7,0.19,2.0
2022-08-01 17:09,Tram,1.6,0.06,2.0
2022-09-02 17:14,Tram,4.6,0.19,2.0
2022-05-06 21:50,Tram,1.1,0.04,2.0
2022-08-14 22:48,Tram,9.1,0.36,2.0
2022-02-25 22:15,Tram,6.1,0.22,2.0
2022-10-07 11:35,Tram,6.6,0.33,2.0
2022-08-16 09:13,Tram,2.9,0.13,2.0
2022-02-03 21:05,Tram,0.7,0.04,2.0
2022-03-29 10:11,Tram,1.6,0.06,2.0
2022-09-15 08:44,Tram,9.5,0.4,3.0
2022-07-04 10:38,Tram,1.5,0.05,2.0
2022-09-23 16:57,Tram,10.7,0.5,2.0
2022-04-01 06:45,Tram,9.0,0.34,3.0
2022-09-07 07:36,Tram,16.7,0.84,3.0
2022-01-07 12:18,Tram,2.3,0.09,2.0
2022-04-15 23:01,Tram,10.0,0.57,2.0
2022-05-25 20:58,Tram,4.6,0.15,2.0
2022-09-15 16:09,Tram,13.6,0.66,2.0
2022-06-29 10:05,Tram,1.2,0.04,2.0
2022-09-04 12:45,Tram,6.4,0.2,2.0
2022-12-14 08:55,Tram,1.0,0.04,3.0
2022-03-27 11:43,Tram,16.8,0.66,2.0
2022-06-05 13:37,Tram,1.1,0.05,2.0
2022-09-18 12:42,Tram,9.0,0.34,2.0
2022-10-28 21:26,Tram,6.4,0.31,2.0
2022-12-31 12:42,Tram,9.8,0.39,2.0
2022-04-22 10:10,Tram,3.7,0.14,2.0
2022-08-11 20:33,Tram,2.4,0.1,2.0
2022-11-23 17:23,Tram,13.5,0.83,2.0
2022-05-03 12:28,Tram,15.2,0.81,2.0
2022-11-16 11:02,Tram,3.2,0.09,2.0
2022-05-06 20:15,Tram,1.9,0.09,2.0
2022-12-12 13:31,Tram,9.3,0.54,2.0
2022-10-19 10:44,Tram,2.4,0.07,2.0
2022-09-08 08:22,Tram,2.3,0.18,3.0
2022-11-10 18:10,Tram,1.1,0.04,2.0
2022-08-04 19:11,Tram,4.5,0.18,2.0
2022-04-02 22:34,Tram,7.7,0.3,2.0
2022-06-15 14:35,Tram,5.4,0.3,2.0
2022-03-10 20:20,Tram,1.7,0.07,2.0
2022-06-04 14:52,Tram,4.2,0.18,2.0
2022-06-17 15:10,Tram,9.1,0.42,2.0
2022-03-18 20:54,Tram,8.5,0.46,2.0
2022-07-06 10:19,Tram,5.7,0.21,2.0
2022-06-21 11:15,Tram,16.3,0.73,2.0
2022-06-16 16:14,Tram,1.8,0.08,2.0
2022-09-21 08:28,Tram,9.7,0.51,3.0
2022-12-30 10:13,Tram,17.7,0.59,2.0
2022-07-13 18:19,Tram,21.1,0.7,2.0
2022-03-19 14:57,Tram,14.7,0.61,2.0
2022-10-12 08:47,Tram,17.7,0.8,3.0
2022-03-29 06:42,Tram,19.7,0.98,3.0
2022-01-20 11:50,Tram,11.0,0.4,2.0
2022-06-24 09:46,Tram,5.2,0.17,2.0
2022-08-16 23:10,Tram,5.5,0.24,2.0
2022-07-23 09:00,Tram,7.7,0.3,2.0
2022-12-03 19:58,Tram,4.5,0.14,2.0
2022-11-11 21:59,Tram,11.1,0.65,2.0
2022-11-26 17:07,Tram,5.6,0.16,2.0
2022-06-17 17:21,Tram,0.8,0.04,2.0
2022-01-12 08:44,Tram,11.1,0.42,3.0
2022-01-08 21:22,Tram,4.3,0.18,2.0
2022-01-22 15:02,Tram,2.1,0.08,2.0
2022-10-12 09:20,Tram,4.1,0.19,2.0
2022-11-06 15:39,Tram,9.1,0.42,2.0
2022-05-16 20:14,Tram,11.4,0.37,2.0
2022-08-31 06:57,Tram,4.7,0.16,3.0
2022-05-21 07:18,Tram,0.7,0.03,3.0
2022-01-13 18:25,Tram,15.2,0.61,2.0
2022-01-08 21:41,Tram,3.9,0.13,2.0
2022-09-18 15:28,Tram,11.5,0.58,2.0
2022-12-06 07:16,Tram,5.7,0.25,3.0
2022-12-21 19:45,Tram,11.5,0.37,2.0
2022-12-30 12:07,Tram,2.4,0.09,2.0
2022-10-14 19:13,Tram,5.4,0.31,2.0
2022-02-28 09:52,Tram,4.9,0.14,2.0
2022-01-22 11:32,Tram,3.5,0.12,2.0
2022-08-30 14:35,Tram,5.9,0.24,2.0
2022-03-03 10:11,Tram,11.6,0.51,2.0
2022-04-12 16:51,Tram,12.0,0.59,2.0
2022-02-07 21:25,Tram,12.9,0.62,2.0
2022-02-13 07:38,Tram,9.6,0.31,3.0
2022-11-24 10:11,Tram,3.0,0.13,2.0
2022-12-28 15:36,Tram,1.3,0.04,2.0
2022-02-09 10:12,Tram,4.2,0.14,2.0
2022-03-31 11:38,Tram,2.8,0.12,2.0
2022-11-24 18:37,Tram,4.5,0.19,2.0
2022-07-26 18:57,Tram,4.5,0.2,2.0
2022-04-20 18:58,Tram,6.9,0.38,2.0
2022-10-02 19:35,Tram,11.7,0.47,2.0
2022-05-26 08:20,Tram,8.6,0.4,3.0
